Name,ETH address,contribution,links,reward,txid
danialaez,0x03Db48542E7d70574b9a1fa6dd7Db591cf7e70FF,Greenpoint Logo and Stylesheet V0.1,https://bitcointalk.org/index.php?topic=2068554.msg31748526#msg31748526,3000,0xa4e4828c72370f1b8ea9debbff355aced826de1896542e9b42b93e9a31a8c589
